Dcode,Mcode,District,Mandal,Date,Rain (mm),Temp Min (°C),Temp Max (°C),Humidity Min (%),Humidity Max (%),Wind Speed Min (Kmph),Wind Speed Max (Kmph)
15,12,Kamareddy,Lingampet,2020-11-16,0.0,18.9,32.9,37.9,100.0,0.0,7.2
15,12,Kamareddy,Lingampet,2020-11-17,0.0,17.3,32.5,40.7,100.0,0.0,6.9
15,12,Kamareddy,Lingampet,2020-11-18,0.0,16.4,33.4,22.9,100.0,0.0,6.6
15,12,Kamareddy,Lingampet,2020-11-19,0.0,21.6,33.1,36.3,98.2,0.0,6.0
15,12,Kamareddy,Lingampet,2020-11-20,0.0,18.3,34.6,37.1,100.0,0.0,1.9
15,12,Kamareddy,Lingampet,2020-11-21,0.0,16.8,34.8,26.9,100.0,0.0,0.3
15,12,Kamareddy,Lingampet,2020-11-22,0.0,18.8,34.1,29.1,100.0,0.0,1.0
15,12,Kamareddy,Lingampet,2020-11-23,0.0,18.7,33.4,42.1,85.3,0.0,1.5
15,12,Kamareddy,Lingampet,2020-11-24,0.0,13.2,31.1,35.5,100.0,0.0,6.3
15,12,Kamareddy,Lingampet,2020-11-25,0.0,11.9,29.4,25.1,100.0,0.0,11.3
15,12,Kamareddy,Lingampet,2020-11-26,0.0,19.6,30.5,28.9,76.0,0.0,6.7
15,12,Kamareddy,Lingampet,2020-11-27,0.0,19.8,28.5,53.5,80.0,0.0,7.1
15,12,Kamareddy,Lingampet,2020-11-28,0.0,18.6,22.3,68.5,79.4,1.2,7.8
15,12,Kamareddy,Lingampet,2020-11-29,0.0,17.4,27.3,55.8,100.0,0.0,9.8
15,12,Kamareddy,Lingampet,2020-11-30,0.0,19.2,30.7,53.9,100.0,0.0,7.3
15,12,Kamareddy,Lingampet,2020-12-01,0.0,15.3,30.8,44.9,100.0,0.0,6.1
15,12,Kamareddy,Lingampet,2020-12-02,0.0,12.9,30.2,36.0,100.0,0.0,6.5
15,12,Kamareddy,Lingampet,2020-12-03,0.0,11.3,29.7,31.4,100.0,0.0,5.8
15,12,Kamareddy,Lingampet,2020-12-04,0.0,11.7,31.7,25.8,100.0,0.0,6.0
15,12,Kamareddy,Lingampet,2020-12-05,0.0,10.9,31.1,25.1,99.3,0.0,5.8
15,12,Kamareddy,Lingampet,2020-12-06,0.0,10.9,29.9,22.1,97.9,0.0,5.5
15,12,Kamareddy,Lingampet,2020-12-07,0.0,12.0,30.6,17.7,100.0,0.0,6.5
15,12,Kamareddy,Lingampet,2020-12-08,0.0,10.6,30.9,34.1,100.0,0.0,6.4
15,12,Kamareddy,Lingampet,2020-12-09,0.0,11.5,32.5,24.5,100.0,0.0,9.4
15,12,Kamareddy,Lingampet,2020-12-10,0.0,12.8,31.6,20.2,100.0,0.0,4.4
15,12,Kamareddy,Lingampet,2020-12-11,0.0,13.7,31.7,22.3,100.0,0.0,6.6
15,12,Kamareddy,Lingampet,2020-12-12,0.0,14.0,31.6,21.4,100.0,0.0,4.9
15,12,Kamareddy,Lingampet,2020-12-13,0.0,14.2,31.4,32.0,100.0,0.0,5.9
15,12,Kamareddy,Lingampet,2020-12-14,0.0,15.5,31.9,36.0,100.0,0.0,4.6
15,12,Kamareddy,Lingampet,2020-12-15,0.0,14.6,32.0,25.8,100.0,0.0,6.9
15,12,Kamareddy,Lingampet,2020-12-16,0.0,15.1,30.8,29.5,100.0,0.0,13.3
15,12,Kamareddy,Lingampet,2020-12-17,0.0,14.6,31.8,36.5,100.0,0.0,8.7
15,12,Kamareddy,Lingampet,2020-12-18,0.0,17.2,31.3,37.0,100.0,0.0,5.3
15,12,Kamareddy,Lingampet,2020-12-19,0.0,13.9,30.3,34.9,100.0,0.0,5.8
15,12,Kamareddy,Lingampet,2020-12-20,0.0,10.8,28.4,36.7,100.0,0.0,6.8
15,12,Kamareddy,Lingampet,2020-12-21,0.0,8.7,28.3,26.8,100.0,0.0,8.9
15,12,Kamareddy,Lingampet,2020-12-22,0.0,7.0,28.4,15.0,99.0,0.0,7.2
15,12,Kamareddy,Lingampet,2020-12-23,0.0,7.4,30.1,17.7,100.0,0.0,4.4
15,12,Kamareddy,Lingampet,2020-12-24,0.0,10.6,31.1,18.3,100.0,0.0,6.5
15,12,Kamareddy,Lingampet,2020-12-25,0.0,11.3,29.3,24.5,100.0,0.0,6.3
15,12,Kamareddy,Lingampet,2020-12-26,0.0,11.4,28.7,29.2,100.0,0.0,6.3
15,12,Kamareddy,Lingampet,2020-12-27,0.0,10.6,30.8,22.1,100.0,0.0,6.3
15,12,Kamareddy,Lingampet,2020-12-28,0.0,11.3,30.2,27.0,100.0,0.0,6.7
15,12,Kamareddy,Lingampet,2020-12-29,0.0,12.8,31.0,30.7,100.0,0.0,4.4
15,12,Kamareddy,Lingampet,2020-12-30,0.0,13.1,29.9,33.2,100.0,0.0,6.5
15,12,Kamareddy,Lingampet,2020-12-31,0.0,15.1,30.1,36.0,100.0,0.0,6.9
15,13,Kamareddy,Gandhari,2020-10-01,0.0,22.4,31.2,83.7,99.8,0.0,9.5
15,13,Kamareddy,Gandhari,2020-10-02,0.1,21.6,31.0,83.2,99.5,0.0,10.3
15,13,Kamareddy,Gandhari,2020-10-03,0.0,23.5,32.1,72.8,94.1,0.0,10.4
15,13,Kamareddy,Gandhari,2020-10-04,0.0,20.6,32.9,61.7,97.1,0.0,9.1
15,13,Kamareddy,Gandhari,2020-10-05,0.0,20.6,32.1,65.9,96.0,0.0,11.9
15,13,Kamareddy,Gandhari,2020-10-06,0.0,21.4,31.6,66.3,92.9,0.0,10.9
15,13,Kamareddy,Gandhari,2020-10-07,0.1,23.2,31.5,63.9,89.2,0.0,9.6
15,13,Kamareddy,Gandhari,2020-10-08,0.0,19.5,25.1,83.2,99.8,0.0,6.5
15,13,Kamareddy,Gandhari,2020-10-09,0.1,21.0,29.8,83.3,99.9,0.0,4.1
15,13,Kamareddy,Gandhari,2020-10-10,16.4,22.4,32.5,76.4,99.9,0.0,10.2
15,13,Kamareddy,Gandhari,2020-10-11,25.8,22.7,31.5,83.9,99.8,0.0,6.5
15,13,Kamareddy,Gandhari,2020-10-12,13.8,22.9,26.3,97.5,100.0,0.0,4.9
15,13,Kamareddy,Gandhari,2020-10-13,7.4,21.6,28.6,91.8,99.9,0.0,6.8
15,13,Kamareddy,Gandhari,2020-10-14,36.7,22.8,25.0,96.6,99.5,3.9,13.5
15,13,Kamareddy,Gandhari,2020-10-15,3.2,22.7,26.6,93.1,99.8,0.3,12.4
15,13,Kamareddy,Gandhari,2020-10-16,0.3,21.9,30.0,84.9,99.9,0.0,8.0
15,13,Kamareddy,Gandhari,2020-10-17,0.0,22.7,31.5,72.3,99.8,0.0,8.8
15,13,Kamareddy,Gandhari,2020-10-18,2.1,21.6,31.0,81.9,99.9,0.0,6.4
15,13,Kamareddy,Gandhari,2020-10-19,0.0,22.0,32.4,78.3,99.8,0.0,4.9
15,13,Kamareddy,Gandhari,2020-10-20,0.0,23.0,31.7,81.1,99.9,0.0,7.6
15,13,Kamareddy,Gandhari,2020-10-21,1.0,23.0,31.4,72.4,99.9,0.0,6.5
15,13,Kamareddy,Gandhari,2020-10-22,0.0,20.7,30.3,81.8,99.8,0.0,7.4
15,13,Kamareddy,Gandhari,2020-10-23,0.0,18.4,32.1,62.9,99.8,0.0,6.1
15,13,Kamareddy,Gandhari,2020-10-24,0.0,19.3,32.5,50.1,99.6,0.0,1.8
15,13,Kamareddy,Gandhari,2020-10-25,0.0,20.2,32.7,54.4,98.3,0.0,3.1
15,13,Kamareddy,Gandhari,2020-10-26,0.0,22.3,32.9,52.3,98.2,0.0,3.0
15,13,Kamareddy,Gandhari,2020-10-27,0.0,17.6,31.6,53.6,98.9,0.0,2.9
15,13,Kamareddy,Gandhari,2020-10-28,0.0,16.5,31.5,47.6,99.2,0.0,3.8
15,13,Kamareddy,Gandhari,2020-10-29,0.0,16.4,32.0,38.8,99.2,0.0,3.9
15,13,Kamareddy,Gandhari,2020-10-30,0.0,19.4,31.7,45.2,95.2,0.0,3.4
15,13,Kamareddy,Gandhari,2020-10-31,0.0,18.8,30.8,50.2,95.6,0.0,3.3
15,13,Kamareddy,Gandhari,2020-11-01,0.0,15.5,30.5,51.2,97.0,0.0,4.5
15,13,Kamareddy,Gandhari,2020-11-02,0.0,14.9,31.0,39.3,97.5,0.0,4.5
15,13,Kamareddy,Gandhari,2020-11-03,0.0,16.3,31.4,46.5,93.0,0.0,4.8
15,13,Kamareddy,Gandhari,2020-11-04,0.0,14.3,31.2,36.2,95.9,0.0,4.3
15,13,Kamareddy,Gandhari,2020-11-05,0.0,12.3,30.5,33.5,91.4,0.0,4.5
15,13,Kamareddy,Gandhari,2020-11-06,0.0,13.0,31.3,32.4,88.8,0.1,4.5
15,13,Kamareddy,Gandhari,2020-11-07,0.0,17.9,31.3,41.6,87.8,0.0,3.3
15,13,Kamareddy,Gandhari,2020-11-08,0.0,14.1,31.0,46.3,86.9,0.0,3.0
15,13,Kamareddy,Gandhari,2020-11-09,0.0,10.9,29.7,34.9,87.9,0.0,7.2
15,13,Kamareddy,Gandhari,2020-11-10,0.0,9.4,29.3,28.1,88.9,0.0,4.0
15,13,Kamareddy,Gandhari,2020-11-11,0.0,9.5,28.3,32.7,90.0,0.0,6.5
15,13,Kamareddy,Gandhari,2020-11-12,0.0,15.8,30.1,35.2,83.3,0.0,7.3
15,13,Kamareddy,Gandhari,2020-11-13,0.0,17.9,29.3,59.3,99.5,0.0,5.4
15,13,Kamareddy,Gandhari,2020-11-14,0.0,17.3,30.2,59.6,99.6,0.0,10.8
15,13,Kamareddy,Gandhari,2020-11-15,0.0,16.4,32.0,49.6,98.3,0.0,7.3
15,13,Kamareddy,Gandhari,2020-11-16,0.0,18.8,32.0,45.2,91.8,0.0,11.1
15,13,Kamareddy,Gandhari,2020-11-17,0.0,16.9,31.2,53.0,98.1,0.0,8.2
15,13,Kamareddy,Gandhari,2020-11-18,0.0,16.4,31.9,36.8,96.2,0.0,11.0
15,13,Kamareddy,Gandhari,2020-11-19,0.0,21.0,31.9,47.8,96.9,0.0,9.7
15,13,Kamareddy,Gandhari,2020-11-20,0.0,18.0,33.5,47.4,98.5,0.0,13.9
15,13,Kamareddy,Gandhari,2020-11-21,0.0,17.1,34.0,33.6,95.8,0.0,11.5
15,13,Kamareddy,Gandhari,2020-11-22,0.0,19.0,33.2,40.7,99.2,0.0,9.6
15,13,Kamareddy,Gandhari,2020-11-23,0.0,17.6,31.7,57.5,87.9,0.0,6.5
15,13,Kamareddy,Gandhari,2020-11-24,0.0,14.2,31.5,41.6,78.4,0.0,6.5
15,13,Kamareddy,Gandhari,2020-11-25,0.0,13.2,29.4,31.2,84.1,0.0,9.6
15,13,Kamareddy,Gandhari,2020-11-26,0.0,18.2,31.5,34.3,73.5,0.0,7.1
15,13,Kamareddy,Gandhari,2020-11-27,0.0,19.6,28.3,59.7,81.9,0.0,6.0
15,13,Kamareddy,Gandhari,2020-11-28,0.0,19.0,23.4,71.2,80.4,1.2,8.9
15,13,Kamareddy,Gandhari,2020-11-29,0.0,17.4,27.5,63.6,98.5,0.0,9.6
15,13,Kamareddy,Gandhari,2020-11-30,0.4,19.3,30.5,61.5,99.2,0.0,6.2
15,13,Kamareddy,Gandhari,2020-12-01,0.0,16.3,30.2,53.2,98.8,0.0,6.0
15,13,Kamareddy,Gandhari,2020-12-02,0.0,13.9,29.7,39.1,98.0,0.0,7.4
15,13,Kamareddy,Gandhari,2020-12-03,0.0,11.1,30.4,36.2,98.5,0.0,8.6
15,13,Kamareddy,Gandhari,2020-12-04,0.0,11.9,31.0,34.9,92.5,0.0,5.9
15,13,Kamareddy,Gandhari,2020-12-05,0.0,12.3,30.3,29.1,88.5,0.0,9.0
15,13,Kamareddy,Gandhari,2020-12-06,0.0,11.7,29.7,23.4,84.9,0.0,8.2
15,13,Kamareddy,Gandhari,2020-12-07,0.0,13.0,31.7,26.5,90.9,0.0,10.5
15,13,Kamareddy,Gandhari,2020-12-08,0.0,13.9,30.3,36.9,84.9,0.0,5.6
15,13,Kamareddy,Gandhari,2020-12-09,0.0,13.1,31.5,27.2,82.9,0.0,6.6
15,13,Kamareddy,Gandhari,2020-12-10,0.0,13.6,32.4,20.6,80.2,0.0,6.7
15,13,Kamareddy,Gandhari,2020-12-11,0.0,14.4,31.4,30.9,83.6,0.0,6.1
15,13,Kamareddy,Gandhari,2020-12-12,0.0,15.2,31.5,27.7,84.2,0.0,8.3
15,13,Kamareddy,Gandhari,2020-12-13,0.0,14.7,30.3,38.0,98.2,0.0,7.3
15,13,Kamareddy,Gandhari,2020-12-14,0.0,16.4,29.6,43.0,92.9,0.0,7.0
15,13,Kamareddy,Gandhari,2020-12-15,0.0,15.4,30.6,29.5,88.1,0.0,10.4
15,13,Kamareddy,Gandhari,2020-12-16,0.0,16.8,30.2,34.6,99.4,0.0,12.2
15,13,Kamareddy,Gandhari,2020-12-17,0.0,15.6,30.5,37.6,96.7,0.0,7.9
15,13,Kamareddy,Gandhari,2020-12-18,0.0,17.6,29.9,46.3,97.6,0.0,8.7
15,13,Kamareddy,Gandhari,2020-12-19,0.0,14.8,28.9,43.9,85.9,0.0,7.2
15,13,Kamareddy,Gandhari,2020-12-20,0.0,11.9,27.8,41.2,87.3,0.0,8.9
15,13,Kamareddy,Gandhari,2020-12-21,0.0,8.1,27.9,35.1,80.9,0.0,9.1
15,13,Kamareddy,Gandhari,2020-12-22,0.0,8.7,28.2,21.9,78.1,0.0,9.6
15,13,Kamareddy,Gandhari,2020-12-23,0.0,8.3,28.2,21.3,81.9,0.0,7.6
15,13,Kamareddy,Gandhari,2020-12-24,0.0,12.5,30.3,25.1,93.3,0.0,8.6
15,13,Kamareddy,Gandhari,2020-12-25,0.0,12.8,30.0,31.8,96.2,0.0,7.4
15,13,Kamareddy,Gandhari,2020-12-26,0.0,11.9,29.6,39.1,96.8,0.0,6.4
15,13,Kamareddy,Gandhari,2020-12-27,0.0,13.1,30.7,30.2,87.9,0.0,6.5
15,13,Kamareddy,Gandhari,2020-12-28,0.0,12.1,31.7,31.7,86.6,0.0,6.5
15,13,Kamareddy,Gandhari,2020-12-29,0.0,13.1,31.1,33.7,96.7,0.0,7.1
15,13,Kamareddy,Gandhari,2020-12-30,0.0,13.5,29.9,38.3,97.0,0.0,8.8
15,13,Kamareddy,Gandhari,2020-12-31,0.0,15.5,29.8,42.0,96.8,0.0,11.6
15,14,Kamareddy,Sadasivanagar,2020-10-01,0.0,22.3,30.9,72.7,91.8,0.0,0.3
15,14,Kamareddy,Sadasivanagar,2020-10-02,0.0,21.7,31.2,70.8,91.6,0.0,0.3
15,14,Kamareddy,Sadasivanagar,2020-10-03,0.0,23.8,32.4,63.6,90.5,0.0,0.1
15,14,Kamareddy,Sadasivanagar,2020-10-04,0.0,23.2,33.4,52.7,84.8,0.0,0.4
15,14,Kamareddy,Sadasivanagar,2020-10-05,0.0,21.2,32.8,60.9,88.6,0.0,0.4
15,14,Kamareddy,Sadasivanagar,2020-10-06,0.0,22.6,31.9,57.6,84.8,0.0,0.3
15,14,Kamareddy,Sadasivanagar,2020-10-07,0.0,23.7,32.3,56.8,87.0,0.0,0.3
15,14,Kamareddy,Sadasivanagar,2020-10-08,0.0,20.5,24.5,75.9,90.2,0.0,0.2
15,14,Kamareddy,Sadasivanagar,2020-10-09,0.0,22.4,29.9,54.0,89.8,0.0,0.2
15,14,Kamareddy,Sadasivanagar,2020-10-10,0.0,23.0,32.8,53.7,89.5,0.0,2.9
15,14,Kamareddy,Sadasivanagar,2020-10-11,8.1,23.0,30.5,62.6,88.5,0.0,12.8
15,14,Kamareddy,Sadasivanagar,2020-10-12,41.8,22.5,26.1,74.0,84.2,0.0,3.1
15,14,Kamareddy,Sadasivanagar,2020-10-13,26.9,21.3,28.6,62.2,91.9,0.0,7.4
15,14,Kamareddy,Sadasivanagar,2020-10-14,44.7,22.6,24.4,61.5,82.0,0.0,0.6
15,14,Kamareddy,Sadasivanagar,2020-10-15,3.7,22.3,25.5,68.2,93.5,0.0,3.4
15,14,Kamareddy,Sadasivanagar,2020-10-16,0.4,22.5,30.3,68.3,92.8,0.0,5.5
15,14,Kamareddy,Sadasivanagar,2020-10-17,0.0,22.9,30.8,65.3,92.2,0.0,0.4
15,14,Kamareddy,Sadasivanagar,2020-10-18,22.1,21.5,31.3,61.4,90.0,0.0,1.3
15,14,Kamareddy,Sadasivanagar,2020-10-19,0.0,23.0,31.6,60.7,92.2,0.0,0.3
15,14,Kamareddy,Sadasivanagar,2020-10-20,0.0,23.6,31.9,70.6,91.9,0.0,1.0
15,14,Kamareddy,Sadasivanagar,2020-10-21,1.1,22.9,30.7,67.0,91.5,,
15,14,Kamareddy,Sadasivanagar,2020-10-22,0.0,22.4,29.6,72.2,91.5,0.0,0.1
15,14,Kamareddy,Sadasivanagar,2020-10-23,0.0,20.4,32.9,55.3,89.5,0.0,5.3
15,14,Kamareddy,Sadasivanagar,2020-10-24,0.0,21.8,32.8,51.7,83.0,,
15,14,Kamareddy,Sadasivanagar,2020-10-25,0.0,22.3,33.8,53.6,88.0,0.0,0.2
15,14,Kamareddy,Sadasivanagar,2020-10-26,0.0,22.2,32.8,45.6,89.9,0.0,4.0
15,14,Kamareddy,Sadasivanagar,2020-10-27,0.0,19.4,31.7,50.4,82.7,0.0,1.5
15,14,Kamareddy,Sadasivanagar,2020-10-28,0.0,19.1,31.3,44.5,85.7,0.3,2.1
15,14,Kamareddy,Sadasivanagar,2020-10-29,0.0,19.4,32.4,38.8,84.8,,
15,14,Kamareddy,Sadasivanagar,2020-10-30,0.0,20.6,32.4,45.3,87.5,0.0,3.2
15,14,Kamareddy,Sadasivanagar,2020-10-31,0.0,20.0,32.0,49.8,88.6,0.6,6.8
15,14,Kamareddy,Sadasivanagar,2020-11-01,0.0,18.0,30.5,49.5,87.0,,
15,14,Kamareddy,Sadasivanagar,2020-11-02,0.0,18.4,31.1,41.9,82.5,0.3,5.4
15,14,Kamareddy,Sadasivanagar,2020-11-03,0.0,19.2,31.3,48.2,81.7,0.9,8.0
15,14,Kamareddy,Sadasivanagar,2020-11-04,0.0,17.6,31.9,38.5,76.7,0.9,2.7
15,14,Kamareddy,Sadasivanagar,2020-11-05,0.0,17.9,31.9,33.0,88.4,,
15,14,Kamareddy,Sadasivanagar,2020-11-06,0.0,17.3,31.9,30.9,67.4,0.1,4.3
15,14,Kamareddy,Sadasivanagar,2020-11-07,0.0,19.0,31.1,44.4,86.9,0.4,6.8
15,14,Kamareddy,Sadasivanagar,2020-11-08,0.0,16.7,30.9,46.2,83.0,,
15,14,Kamareddy,Sadasivanagar,2020-11-09,0.0,14.5,29.5,37.5,78.1,0.7,6.5
15,14,Kamareddy,Sadasivanagar,2020-11-10,0.0,14.2,28.9,30.5,73.0,,
15,14,Kamareddy,Sadasivanagar,2020-11-11,0.0,13.7,28.3,35.6,75.9,,
15,14,Kamareddy,Sadasivanagar,2020-11-12,0.0,17.9,29.5,32.9,79.3,,
15,14,Kamareddy,Sadasivanagar,2020-11-13,0.0,19.9,28.7,59.0,86.9,,
15,14,Kamareddy,Sadasivanagar,2020-11-14,0.0,19.9,30.1,58.4,86.2,,
15,14,Kamareddy,Sadasivanagar,2020-11-15,0.0,19.0,31.5,49.4,86.7,0.0,0.1
15,14,Kamareddy,Sadasivanagar,2020-11-16,0.0,20.3,31.8,46.0,86.6,,
15,14,Kamareddy,Sadasivanagar,2020-11-17,0.0,19.5,31.8,52.9,86.6,0.0,0.2
15,14,Kamareddy,Sadasivanagar,2020-11-18,0.0,18.8,31.7,38.8,86.1,0.0,3.2
15,14,Kamareddy,Sadasivanagar,2020-11-19,0.0,21.3,32.4,47.9,86.0,,
15,14,Kamareddy,Sadasivanagar,2020-11-20,0.0,19.9,33.2,45.5,85.6,,
15,14,Kamareddy,Sadasivanagar,2020-11-21,0.0,19.5,33.9,33.1,84.6,,
15,14,Kamareddy,Sadasivanagar,2020-11-22,0.0,19.7,33.1,41.4,85.8,,
15,14,Kamareddy,Sadasivanagar,2020-11-23,0.0,18.4,29.9,58.4,83.9,0.8,6.9
15,14,Kamareddy,Sadasivanagar,2020-11-24,0.0,16.5,30.6,43.5,74.5,0.6,5.2
15,14,Kamareddy,Sadasivanagar,2020-11-25,0.0,15.5,29.4,33.8,80.0,0.9,7.3
15,14,Kamareddy,Sadasivanagar,2020-11-26,0.0,19.7,29.9,37.5,74.9,1.3,7.9
15,14,Kamareddy,Sadasivanagar,2020-11-27,0.0,18.8,27.2,61.0,83.9,,
15,14,Kamareddy,Sadasivanagar,2020-11-28,0.0,17.3,21.8,76.7,84.7,0.0,0.8
15,14,Kamareddy,Sadasivanagar,2020-11-29,0.0,17.5,26.1,63.6,86.0,,
15,14,Kamareddy,Sadasivanagar,2020-11-30,0.0,20.2,29.2,59.6,85.7,0.0,1.2
15,14,Kamareddy,Sadasivanagar,2020-12-01,0.0,17.2,30.4,51.7,85.7,,
15,14,Kamareddy,Sadasivanagar,2020-12-02,0.0,16.6,29.7,44.8,84.6,,
15,14,Kamareddy,Sadasivanagar,2020-12-03,0.0,14.4,29.4,36.9,85.8,,
15,14,Kamareddy,Sadasivanagar,2020-12-04,0.0,14.6,30.6,39.6,84.5,,
15,14,Kamareddy,Sadasivanagar,2020-12-05,0.0,15.0,29.8,34.7,93.0,,
15,14,Kamareddy,Sadasivanagar,2020-12-06,0.0,15.1,29.3,32.0,72.6,,
15,14,Kamareddy,Sadasivanagar,2020-12-07,0.0,17.1,30.3,28.9,90.2,,
15,14,Kamareddy,Sadasivanagar,2020-12-08,0.0,16.6,30.1,39.2,74.9,1.6,10.1
15,14,Kamareddy,Sadasivanagar,2020-12-09,0.0,17.6,30.6,32.4,70.5,1.1,4.2
15,14,Kamareddy,Sadasivanagar,2020-12-10,0.0,17.9,30.3,28.5,67.4,0.3,4.5
15,14,Kamareddy,Sadasivanagar,2020-12-11,0.0,16.5,31.3,31.0,82.6,0.2,4.9
15,14,Kamareddy,Sadasivanagar,2020-12-12,0.0,17.1,32.2,30.8,84.2,0.9,7.5
15,14,Kamareddy,Sadasivanagar,2020-12-13,0.0,16.8,29.5,42.0,84.3,,
15,14,Kamareddy,Sadasivanagar,2020-12-14,0.0,17.3,28.9,48.8,84.1,,
15,14,Kamareddy,Sadasivanagar,2020-12-15,0.0,16.4,30.5,35.8,83.9,,
15,14,Kamareddy,Sadasivanagar,2020-12-16,0.0,18.0,29.7,39.6,83.7,,
15,14,Kamareddy,Sadasivanagar,2020-12-17,0.0,17.9,30.5,42.2,83.3,0.8,1.6
15,14,Kamareddy,Sadasivanagar,2020-12-18,0.0,17.9,30.6,46.8,83.1,,
15,14,Kamareddy,Sadasivanagar,2020-12-19,0.0,15.8,28.9,46.5,83.3,0.8,5.4
15,14,Kamareddy,Sadasivanagar,2020-12-20,0.0,13.7,27.9,44.9,82.6,,
15,14,Kamareddy,Sadasivanagar,2020-12-21,0.0,12.6,27.6,39.6,73.2,0.9,3.7
15,14,Kamareddy,Sadasivanagar,2020-12-22,0.0,13.2,28.1,28.7,58.6,0.9,4.9
15,14,Kamareddy,Sadasivanagar,2020-12-23,0.0,14.6,28.5,25.3,59.3,1.1,4.6
15,14,Kamareddy,Sadasivanagar,2020-12-24,0.0,14.7,27.6,28.6,81.5,0.0,3.9
15,14,Kamareddy,Sadasivanagar,2020-12-25,0.0,14.0,29.4,36.9,82.6,0.0,3.3
15,14,Kamareddy,Sadasivanagar,2020-12-26,0.0,13.9,28.6,42.8,82.7,0.0,4.4
15,14,Kamareddy,Sadasivanagar,2020-12-27,0.0,15.9,30.5,33.0,71.7,0.0,3.4
15,14,Kamareddy,Sadasivanagar,2020-12-28,0.0,16.7,31.3,32.1,69.7,0.0,6.2
15,14,Kamareddy,Sadasivanagar,2020-12-29,0.0,16.3,30.6,38.0,82.1,0.0,3.3
15,14,Kamareddy,Sadasivanagar,2020-12-30,0.0,16.1,28.0,42.4,81.7,0.0,4.8
15,14,Kamareddy,Sadasivanagar,2020-12-31,0.0,16.3,28.2,41.1,81.8,0.0,5.6
15,15,Kamareddy,Tadwai,2020-10-01,3.3,22.5,31.4,67.2,95.9,0.0,12.3
15,15,Kamareddy,Tadwai,2020-10-02,0.0,21.8,30.7,66.2,94.5,1.9,13.1
15,15,Kamareddy,Tadwai,2020-10-03,0.0,23.8,32.8,54.5,86.7,0.0,13.3
15,15,Kamareddy,Tadwai,2020-10-04,0.0,22.5,32.8,41.8,92.7,0.0,12.2
15,15,Kamareddy,Tadwai,2020-10-05,0.0,21.8,31.4,51.1,87.2,0.0,15.8
15,15,Kamareddy,Tadwai,2020-10-06,0.0,21.8,30.7,53.0,81.8,0.0,13.3
15,15,Kamareddy,Tadwai,2020-10-07,0.0,23.8,30.7,46.7,77.9,0.0,13.8
15,15,Kamareddy,Tadwai,2020-10-08,0.0,20.4,25.2,81.3,93.0,0.0,13.1
15,15,Kamareddy,Tadwai,2020-10-09,0.0,21.8,29.3,70.6,97.4,0.0,5.2
15,15,Kamareddy,Tadwai,2020-10-10,0.0,22.5,32.8,61.3,96.9,0.0,2.9
15,15,Kamareddy,Tadwai,2020-10-11,14.2,23.2,31.4,68.2,96.4,0.0,12.8
15,15,Kamareddy,Tadwai,2020-10-12,38.2,23.2,28.6,83.8,97.4,0.0,3.1
15,15,Kamareddy,Tadwai,2020-10-13,14.2,21.8,31.4,63.2,94.5,0.0,7.4
15,15,Kamareddy,Tadwai,2020-10-14,46.0,22.9,25.2,81.1,95.9,6.0,14.8
15,15,Kamareddy,Tadwai,2020-10-15,5.5,23.2,27.7,81.4,97.8,0.8,4.5
15,15,Kamareddy,Tadwai,2020-10-16,0.0,23.2,31.4,63.3,95.5,0.0,5.5
15,15,Kamareddy,Tadwai,2020-10-17,0.0,24.3,32.9,69.6,97.0,0.0,8.9
15,15,Kamareddy,Tadwai,2020-10-18,1.8,22.8,31.5,61.4,96.0,0.0,8.7
15,15,Kamareddy,Tadwai,2020-10-19,0.0,24.2,33.1,74.7,96.0,0.0,0.3
15,15,Kamareddy,Tadwai,2020-10-20,0.0,25.3,32.8,76.6,97.2,0.0,5.8
15,15,Kamareddy,Tadwai,2020-10-21,9.8,24.3,33.2,68.9,97.1,0.0,9.1
15,15,Kamareddy,Tadwai,2020-10-22,0.0,23.2,32.2,81.4,97.1,0.0,8.0
15,15,Kamareddy,Tadwai,2020-10-23,0.0,21.5,34.3,54.5,91.1,0.0,5.3
15,15,Kamareddy,Tadwai,2020-10-24,0.0,22.5,33.0,53.6,91.8,0.0,6.4
15,15,Kamareddy,Tadwai,2020-10-25,0.0,22.6,33.9,53.7,95.9,0.0,5.8
15,15,Kamareddy,Tadwai,2020-10-26,0.0,23.4,33.4,40.3,96.5,0.0,3.4
15,15,Kamareddy,Tadwai,2020-10-27,0.0,21.3,33.4,53.8,88.4,0.0,6.5
15,15,Kamareddy,Tadwai,2020-10-28,0.0,19.5,31.4,40.8,89.7,0.5,2.9
15,15,Kamareddy,Tadwai,2020-10-29,0.0,20.8,34.2,38.8,89.4,0.0,9.7
15,15,Kamareddy,Tadwai,2020-10-30,0.0,21.8,32.1,41.3,74.5,0.0,3.2
15,15,Kamareddy,Tadwai,2020-10-31,0.0,21.2,31.4,42.3,95.7,0.6,6.8
15,15,Kamareddy,Tadwai,2020-11-01,0.0,19.2,32.2,53.0,90.8,0.0,5.1
15,15,Kamareddy,Tadwai,2020-11-02,0.0,19.6,30.7,34.0,86.9,0.3,5.4
15,15,Kamareddy,Tadwai,2020-11-03,0.0,19.4,31.4,44.7,88.0,0.9,8.0
15,15,Kamareddy,Tadwai,2020-11-04,0.0,18.5,33.3,34.0,84.5,0.9,2.7
