Dcode,Mcode,District,Mandal,Date,Rain (mm),Temp Min (°C),Temp Max (°C),Humidity Min (%),Humidity Max (%),Wind Speed Min (Kmph),Wind Speed Max (Kmph)
1,1,Adilabad,Bheempoor,2020-10-01,0.0,23.3,33.7,66.8,96.0,0.0,1.4
1,1,Adilabad,Bheempoor,2020-10-02,0.0,23.4,33.6,66.1,95.9,0.0,1.6
1,1,Adilabad,Bheempoor,2020-10-03,0.0,23.2,35.2,53.8,74.9,0.6,2.0
1,1,Adilabad,Bheempoor,2020-10-04,0.0,22.1,34.4,43.9,85.2,0.2,5.9
1,1,Adilabad,Bheempoor,2020-10-05,0.0,20.6,35.5,47.9,95.5,0.0,1.2
1,1,Adilabad,Bheempoor,2020-10-06,0.0,21.7,35.0,44.3,94.9,0.0,2.3
1,1,Adilabad,Bheempoor,2020-10-07,0.0,24.3,33.3,51.7,93.3,0.0,1.6
1,1,Adilabad,Bheempoor,2020-10-08,2.3,21.9,26.7,78.3,99.0,0.0,1.5
1,1,Adilabad,Bheempoor,2020-10-09,0.0,23.5,31.7,72.8,99.3,0.0,1.1
1,1,Adilabad,Bheempoor,2020-10-10,0.0,23.1,32.9,70.7,96.9,0.1,0.9
1,1,Adilabad,Bheempoor,2020-10-11,0.0,23.6,34.7,61.1,94.8,0.0,3.0
1,1,Adilabad,Bheempoor,2020-10-12,20.6,22.6,31.8,69.9,97.4,0.0,5.4
1,1,Adilabad,Bheempoor,2020-10-13,0.0,23.2,33.2,71.1,99.5,0.1,0.9
1,1,Adilabad,Bheempoor,2020-10-14,0.0,25.1,30.7,71.2,88.0,0.0,1.3
1,1,Adilabad,Bheempoor,2020-10-15,0.0,24.1,31.1,71.8,96.5,0.1,6.3
1,1,Adilabad,Bheempoor,2020-10-16,0.0,24.1,29.5,82.8,99.3,0.0,1.6
1,1,Adilabad,Bheempoor,2020-10-17,0.0,24.6,31.4,74.1,98.8,0.0,1.4
1,1,Adilabad,Bheempoor,2020-10-18,5.8,23.3,33.1,69.5,99.3,0.0,1.4
1,1,Adilabad,Bheempoor,2020-10-19,2.3,23.1,34.3,70.2,99.3,0.0,0.8
1,1,Adilabad,Bheempoor,2020-10-20,0.0,22.7,33.4,70.4,99.4,0.0,0.9
1,1,Adilabad,Bheempoor,2020-10-21,0.0,22.1,34.3,61.7,99.0,0.0,1.4
1,1,Adilabad,Bheempoor,2020-10-22,0.0,21.6,33.4,62.0,98.9,0.0,1.2
1,1,Adilabad,Bheempoor,2020-10-23,0.0,19.0,33.8,44.2,98.4,0.0,1.0
1,1,Adilabad,Bheempoor,2020-10-24,0.0,20.2,34.3,44.2,98.2,0.0,0.9
1,1,Adilabad,Bheempoor,2020-10-25,0.0,20.7,34.5,50.8,98.6,0.0,1.2
1,1,Adilabad,Bheempoor,2020-10-26,0.0,21.2,34.2,55.0,98.0,0.0,0.6
1,1,Adilabad,Bheempoor,2020-10-27,0.0,19.7,33.7,51.4,98.5,0.0,2.1
1,1,Adilabad,Bheempoor,2020-10-28,0.0,17.4,33.6,48.7,98.9,0.0,0.6
1,1,Adilabad,Bheempoor,2020-10-29,0.0,15.9,34.6,28.3,98.4,0.0,0.4
1,1,Adilabad,Bheempoor,2020-10-30,0.0,17.7,33.6,38.2,97.8,0.0,0.8
1,1,Adilabad,Bheempoor,2020-10-31,0.0,18.5,32.5,48.2,97.7,0.0,0.7
1,1,Adilabad,Bheempoor,2020-11-01,0.0,15.4,31.5,41.0,97.6,0.0,1.3
1,1,Adilabad,Bheempoor,2020-11-02,0.0,14.5,32.1,38.7,97.6,0.0,2.1
1,1,Adilabad,Bheempoor,2020-11-03,0.0,14.4,32.2,40.9,97.1,0.0,1.5
1,1,Adilabad,Bheempoor,2020-11-04,0.0,13.0,32.2,34.7,97.4,0.0,1.0
1,1,Adilabad,Bheempoor,2020-11-05,0.0,11.0,32.9,29.5,97.6,0.0,1.0
1,1,Adilabad,Bheempoor,2020-11-06,0.0,10.7,33.1,29.7,98.2,0.0,1.1
1,1,Adilabad,Bheempoor,2020-11-07,0.0,12.6,32.5,38.0,97.5,0.0,0.8
1,1,Adilabad,Bheempoor,2020-11-08,0.0,9.7,32.1,35.1,98.2,0.0,0.7
1,1,Adilabad,Bheempoor,2020-11-09,0.0,9.1,31.1,33.3,98.0,0.0,0.7
1,1,Adilabad,Bheempoor,2020-11-10,0.0,8.0,30.6,32.1,97.8,0.0,1.2
1,1,Adilabad,Bheempoor,2020-11-11,0.0,8.5,29.3,35.9,97.1,0.0,1.8
1,1,Adilabad,Bheempoor,2020-11-12,0.0,13.7,30.7,41.8,96.3,0.0,1.2
1,1,Adilabad,Bheempoor,2020-11-13,0.0,17.9,31.5,57.2,98.5,0.0,1.2
1,1,Adilabad,Bheempoor,2020-11-14,0.0,16.9,32.9,56.4,98.7,0.0,1.3
1,1,Adilabad,Bheempoor,2020-11-15,0.0,15.6,33.4,47.2,96.2,0.0,1.3
1,1,Adilabad,Bheempoor,2020-11-16,0.0,17.4,34.2,43.3,94.7,0.0,1.5
1,1,Adilabad,Bheempoor,2020-11-17,0.0,17.6,33.4,51.3,97.7,0.0,2.5
1,1,Adilabad,Bheempoor,2020-11-18,0.0,16.5,33.2,40.8,97.9,0.0,1.4
1,1,Adilabad,Bheempoor,2020-11-19,0.0,19.0,33.3,43.4,97.3,0.0,2.9
1,1,Adilabad,Bheempoor,2020-11-20,0.0,21.3,34.0,54.4,96.1,0.0,1.7
1,1,Adilabad,Bheempoor,2020-11-21,0.0,21.3,33.4,54.3,98.4,0.0,1.5
1,1,Adilabad,Bheempoor,2020-11-22,0.0,15.9,30.0,67.6,98.6,0.0,1.3
1,1,Adilabad,Bheempoor,2020-11-23,0.0,12.3,30.7,42.9,98.2,0.0,1.3
1,1,Adilabad,Bheempoor,2020-11-24,0.0,11.4,31.9,38.2,98.0,0.0,1.6
1,1,Adilabad,Bheempoor,2020-11-25,0.0,9.9,31.7,32.5,97.8,0.0,2.3
1,1,Adilabad,Bheempoor,2020-11-26,0.0,13.3,30.6,34.9,94.7,0.0,2.1
1,1,Adilabad,Bheempoor,2020-11-27,0.0,17.9,30.1,49.4,91.7,0.0,1.0
1,1,Adilabad,Bheempoor,2020-11-28,0.0,15.6,25.5,59.4,93.8,0.0,2.1
1,1,Adilabad,Bheempoor,2020-11-29,0.0,18.3,28.2,52.7,93.4,0.0,2.2
1,1,Adilabad,Bheempoor,2020-11-30,0.0,15.8,32.5,47.7,96.7,0.0,2.1
1,1,Adilabad,Bheempoor,2020-12-01,0.0,13.9,32.9,43.0,96.8,0.0,2.1
1,1,Adilabad,Bheempoor,2020-12-02,0.0,11.9,31.7,41.3,97.2,0.0,2.4
1,1,Adilabad,Bheempoor,2020-12-03,0.0,10.3,31.1,44.0,97.8,0.0,2.2
1,1,Adilabad,Bheempoor,2020-12-04,0.0,9.1,31.2,36.6,96.3,0.0,2.0
1,1,Adilabad,Bheempoor,2020-12-05,0.0,9.2,31.6,33.0,95.3,0.0,1.5
1,1,Adilabad,Bheempoor,2020-12-06,0.0,8.7,32.3,28.8,95.6,0.0,1.2
1,1,Adilabad,Bheempoor,2020-12-07,0.0,9.2,32.0,27.7,95.2,0.0,2.6
1,1,Adilabad,Bheempoor,2020-12-08,0.0,9.1,32.2,31.6,96.0,0.0,1.1
1,1,Adilabad,Bheempoor,2020-12-09,0.0,8.9,32.3,31.5,96.3,0.0,2.3
1,1,Adilabad,Bheempoor,2020-12-10,0.0,11.3,32.2,28.6,94.0,0.0,2.2
1,1,Adilabad,Bheempoor,2020-12-11,0.0,12.5,31.9,34.7,94.5,0.0,1.5
1,1,Adilabad,Bheempoor,2020-12-12,0.0,14.8,32.0,39.2,96.0,0.0,1.8
1,1,Adilabad,Bheempoor,2020-12-13,0.0,15.5,31.1,45.3,96.0,0.0,1.8
1,1,Adilabad,Bheempoor,2020-12-14,0.0,19.0,30.4,47.6,97.2,0.0,2.0
1,1,Adilabad,Bheempoor,2020-12-15,0.0,19.2,28.5,57.2,96.2,0.0,1.0
1,1,Adilabad,Bheempoor,2020-12-16,0.0,15.0,30.4,46.9,96.5,0.0,2.5
1,1,Adilabad,Bheempoor,2020-12-17,0.0,14.9,31.8,45.9,96.7,0.0,1.4
1,1,Adilabad,Bheempoor,2020-12-18,0.0,14.2,30.4,52.6,98.4,0.0,0.7
1,1,Adilabad,Bheempoor,2020-12-19,0.0,11.9,29.7,44.2,96.9,0.0,1.5
1,1,Adilabad,Bheempoor,2020-12-20,0.0,6.8,29.5,39.4,97.3,0.0,1.7
1,1,Adilabad,Bheempoor,2020-12-21,0.0,4.6,29.2,24.5,94.6,0.0,2.5
1,1,Adilabad,Bheempoor,2020-12-22,0.0,3.6,29.7,23.2,94.7,0.0,2.4
1,1,Adilabad,Bheempoor,2020-12-23,0.0,4.3,30.0,23.0,92.5,0.0,2.9
1,1,Adilabad,Bheempoor,2020-12-24,0.0,7.0,30.2,24.9,92.4,0.0,1.8
1,1,Adilabad,Bheempoor,2020-12-25,0.0,7.1,30.4,30.7,94.7,0.0,1.5
1,1,Adilabad,Bheempoor,2020-12-26,0.0,6.9,29.9,29.6,94.3,0.0,2.8
1,1,Adilabad,Bheempoor,2020-12-27,0.0,7.1,30.5,28.2,93.5,0.0,2.0
1,1,Adilabad,Bheempoor,2020-12-28,0.0,9.8,31.9,30.8,92.1,0.0,1.2
1,1,Adilabad,Bheempoor,2020-12-29,0.0,10.9,31.5,35.6,95.7,0.0,1.6
1,1,Adilabad,Bheempoor,2020-12-30,0.0,11.7,30.6,43.4,95.8,0.0,1.7
1,1,Adilabad,Bheempoor,2020-12-31,0.0,10.2,30.2,39.8,96.2,0.0,2.3
1,2,Adilabad,Jainad,2020-10-01,0.0,23.6,34.2,67.2,89.5,0.0,1.0
1,2,Adilabad,Jainad,2020-10-02,0.0,24.1,33.4,59.3,75.2,0.0,1.6
1,2,Adilabad,Jainad,2020-10-03,0.0,22.8,35.3,61.5,76.3,0.0,1.6
1,2,Adilabad,Jainad,2020-10-04,0.0,21.7,35.2,44.1,74.1,0.0,33.6
1,2,Adilabad,Jainad,2020-10-05,0.0,22.7,34.5,47.7,82.2,0.0,1.5
1,2,Adilabad,Jainad,2020-10-06,0.0,23.7,34.6,40.9,83.2,0.0,1.3
1,2,Adilabad,Jainad,2020-10-07,0.3,24.7,33.1,44.9,74.5,0.0,2.6
1,2,Adilabad,Jainad,2020-10-08,3.2,22.6,26.4,66.7,92.7,0.0,0.4
1,2,Adilabad,Jainad,2020-10-09,0.0,23.4,31.0,75.6,93.2,0.0,1.6
1,2,Adilabad,Jainad,2020-10-10,0.0,23.5,33.1,68.3,93.4,0.0,1.2
1,2,Adilabad,Jainad,2020-10-11,2.7,23.8,34.3,62.5,92.5,0.0,2.2
1,2,Adilabad,Jainad,2020-10-12,5.4,23.3,32.0,74.5,81.7,0.0,2.8
1,2,Adilabad,Jainad,2020-10-13,0.5,23.3,33.0,73.8,92.7,0.0,1.5
1,2,Adilabad,Jainad,2020-10-14,0.7,25.1,31.3,63.4,89.5,0.2,2.5
1,2,Adilabad,Jainad,2020-10-15,9.3,24.3,32.2,72.1,82.4,0.0,3.2
1,2,Adilabad,Jainad,2020-10-16,4.3,24.3,31.0,70.6,93.4,0.0,1.6
1,2,Adilabad,Jainad,2020-10-17,0.0,24.8,30.7,79.5,82.7,0.0,1.0
1,2,Adilabad,Jainad,2020-10-18,0.5,23.6,32.2,64.5,82.8,0.0,1.4
1,2,Adilabad,Jainad,2020-10-19,0.0,23.1,34.4,57.5,93.2,0.0,2.1
1,2,Adilabad,Jainad,2020-10-20,0.0,23.3,34.6,55.9,82.6,0.0,1.4
1,2,Adilabad,Jainad,2020-10-21,0.0,22.1,34.0,50.6,93.2,0.0,2.1
1,2,Adilabad,Jainad,2020-10-22,0.0,22.0,33.9,48.5,92.9,0.0,2.0
1,2,Adilabad,Jainad,2020-10-23,0.0,19.1,34.7,34.8,81.3,0.0,1.4
1,2,Adilabad,Jainad,2020-10-24,0.0,20.5,34.5,38.8,80.9,0.0,1.3
1,2,Adilabad,Jainad,2020-10-25,0.0,21.5,35.0,41.7,92.5,0.0,0.9
1,2,Adilabad,Jainad,2020-10-26,0.0,22.6,35.0,39.0,91.4,0.0,1.5
1,2,Adilabad,Jainad,2020-10-27,0.0,20.5,34.2,43.4,81.8,0.0,1.5
1,2,Adilabad,Jainad,2020-10-28,0.0,19.0,34.4,35.6,81.4,0.0,1.9
1,2,Adilabad,Jainad,2020-10-29,0.0,17.3,34.5,28.2,91.9,0.0,0.3
1,2,Adilabad,Jainad,2020-10-30,0.0,22.1,35.4,38.3,81.4,0.0,1.2
1,2,Adilabad,Jainad,2020-10-31,0.0,23.4,34.7,40.1,92.1,0.0,1.7
1,2,Adilabad,Jainad,2020-11-01,0.0,19.9,33.8,32.9,81.5,0.0,1.3
1,2,Adilabad,Jainad,2020-11-02,0.0,19.8,34.4,30.9,80.5,0.0,33.5
1,2,Adilabad,Jainad,2020-11-03,0.0,19.9,34.6,33.5,80.7,0.0,1.2
1,2,Adilabad,Jainad,2020-11-04,0.0,17.7,34.5,31.0,79.3,0.0,1.5
1,2,Adilabad,Jainad,2020-11-05,0.0,16.7,34.4,24.4,77.5,0.0,1.2
1,2,Adilabad,Jainad,2020-11-06,0.0,15.8,34.6,22.5,80.4,0.0,1.9
1,2,Adilabad,Jainad,2020-11-07,0.0,17.7,34.3,33.5,81.4,0.0,2.1
1,2,Adilabad,Jainad,2020-11-08,0.0,15.4,33.1,32.7,81.1,0.0,2.9
1,2,Adilabad,Jainad,2020-11-09,0.0,14.1,33.6,26.8,81.1,0.0,2.8
1,2,Adilabad,Jainad,2020-11-10,0.0,13.9,33.4,26.4,81.3,0.0,1.6
1,2,Adilabad,Jainad,2020-11-11,0.0,14.2,32.6,26.2,79.8,0.0,1.5
1,2,Adilabad,Jainad,2020-11-12,0.0,18.8,33.8,34.2,79.4,0.0,1.7
1,2,Adilabad,Jainad,2020-11-13,0.0,23.6,34.6,51.0,92.5,0.0,2.0
1,2,Adilabad,Jainad,2020-11-14,0.0,22.3,34.5,46.2,82.1,0.0,2.0
1,2,Adilabad,Jainad,2020-11-15,0.0,17.3,35.0,37.3,91.2,0.0,2.2
1,2,Adilabad,Jainad,2020-11-16,0.0,18.3,33.9,42.7,74.3,0.4,0.7
1,2,Adilabad,Jainad,2020-11-17,0.0,22.7,34.2,41.6,84.4,0.0,1.6
1,2,Adilabad,Jainad,2020-11-18,0.0,23.6,33.7,35.8,88.7,0.0,1.6
1,2,Adilabad,Jainad,2020-11-19,0.0,23.2,33.6,32.3,88.5,0.0,1.9
1,2,Adilabad,Jainad,2020-11-20,0.0,24.0,33.7,48.9,85.6,0.0,2.4
1,2,Adilabad,Jainad,2020-11-21,13.6,23.8,33.7,41.7,91.9,0.0,1.8
1,2,Adilabad,Jainad,2020-11-22,0.0,22.6,34.5,67.0,91.4,0.0,0.9
1,2,Adilabad,Jainad,2020-11-23,0.0,19.4,34.6,38.4,91.7,0.0,1.8
1,2,Adilabad,Jainad,2020-11-24,0.0,18.0,33.6,32.4,77.8,0.0,1.4
1,2,Adilabad,Jainad,2020-11-25,0.0,17.5,33.3,33.6,91.4,0.0,2.4
1,2,Adilabad,Jainad,2020-11-26,0.0,20.8,33.0,33.3,73.9,0.0,2.0
1,2,Adilabad,Jainad,2020-11-27,0.6,22.2,30.4,53.6,79.3,0.0,1.5
1,2,Adilabad,Jainad,2020-11-28,0.0,18.2,26.7,50.1,85.2,0.0,2.6
1,2,Adilabad,Jainad,2020-11-29,0.0,21.5,31.4,46.7,84.6,0.0,2.0
1,2,Adilabad,Jainad,2020-11-30,0.0,22.1,32.9,41.6,78.3,0.0,1.7
1,2,Adilabad,Jainad,2020-12-01,0.0,20.0,32.9,34.6,91.3,0.0,2.6
1,2,Adilabad,Jainad,2020-12-02,0.0,13.6,34.0,36.0,91.4,0.0,2.2
1,2,Adilabad,Jainad,2020-12-03,0.0,12.5,30.2,33.2,91.7,0.0,4.0
1,2,Adilabad,Jainad,2020-12-04,0.0,11.5,31.3,24.6,73.4,0.0,5.0
1,2,Adilabad,Jainad,2020-12-05,0.0,10.8,31.5,25.5,78.1,0.0,6.9
1,2,Adilabad,Jainad,2020-12-06,0.0,10.8,31.8,24.3,77.9,0.0,8.4
1,2,Adilabad,Jainad,2020-12-07,0.0,11.0,30.5,26.8,74.7,0.0,2.8
1,2,Adilabad,Jainad,2020-12-08,0.0,11.2,32.7,25.8,77.4,0.0,4.8
1,2,Adilabad,Jainad,2020-12-09,0.0,11.0,32.5,24.5,78.8,0.0,5.1
1,2,Adilabad,Jainad,2020-12-10,0.0,13.3,32.8,25.1,70.2,0.0,5.7
1,2,Adilabad,Jainad,2020-12-11,0.0,14.6,32.8,30.1,78.2,0.0,4.0
1,2,Adilabad,Jainad,2020-12-12,0.0,16.2,32.4,32.1,92.4,0.0,6.5
1,2,Adilabad,Jainad,2020-12-13,0.0,16.6,30.7,38.7,93.1,0.0,5.9
1,2,Adilabad,Jainad,2020-12-14,0.0,19.4,30.3,40.1,88.4,0.0,4.0
1,2,Adilabad,Jainad,2020-12-15,0.0,18.8,29.4,47.1,83.8,0.0,4.3
1,2,Adilabad,Jainad,2020-12-16,0.0,16.3,31.8,37.4,93.1,0.0,9.3
1,2,Adilabad,Jainad,2020-12-17,0.0,15.9,32.3,36.3,81.5,0.0,7.5
1,2,Adilabad,Jainad,2020-12-18,0.0,15.3,31.3,38.6,95.0,0.0,4.6
1,2,Adilabad,Jainad,2020-12-19,0.0,13.7,30.7,35.6,92.6,0.0,4.0
1,2,Adilabad,Jainad,2020-12-20,0.0,10.0,29.1,35.1,79.2,0.0,6.5
1,2,Adilabad,Jainad,2020-12-21,0.0,5.9,28.8,23.8,65.0,0.0,5.1
1,2,Adilabad,Jainad,2020-12-22,0.0,6.5,29.4,20.7,59.1,0.0,9.1
1,2,Adilabad,Jainad,2020-12-23,0.0,7.0,29.4,21.2,63.0,0.0,4.6
1,2,Adilabad,Jainad,2020-12-24,0.0,8.6,30.4,21.9,63.8,0.0,4.4
1,2,Adilabad,Jainad,2020-12-25,0.0,9.0,29.9,26.2,65.9,0.0,10.3
1,2,Adilabad,Jainad,2020-12-26,0.0,8.1,30.4,26.0,67.8,0.0,2.1
1,2,Adilabad,Jainad,2020-12-27,0.0,8.9,31.1,23.0,77.1,0.0,1.5
1,2,Adilabad,Jainad,2020-12-28,0.0,11.7,31.8,27.4,76.0,0.0,1.7
1,2,Adilabad,Jainad,2020-12-29,0.0,13.7,32.1,31.3,89.8,0.0,5.5
1,2,Adilabad,Jainad,2020-12-30,0.0,14.3,31.9,37.9,91.8,0.0,5.1
1,2,Adilabad,Jainad,2020-12-31,0.0,12.4,31.3,39.8,80.8,0.0,6.0
1,3,Adilabad,Bela,2020-10-01,0.0,23.9,34.4,57.3,86.5,0.0,1.2
1,3,Adilabad,Bela,2020-10-02,0.0,24.3,33.9,59.6,85.2,0.0,1.4
1,3,Adilabad,Bela,2020-10-03,0.0,23.1,35.3,49.8,86.0,0.0,1.4
1,3,Adilabad,Bela,2020-10-04,0.0,21.6,35.2,46.2,85.2,0.0,1.7
1,3,Adilabad,Bela,2020-10-05,0.0,22.7,34.9,46.8,82.8,0.0,1.5
1,3,Adilabad,Bela,2020-10-06,0.0,24.1,34.6,42.8,87.0,0.0,1.7
1,3,Adilabad,Bela,2020-10-07,0.0,24.8,33.6,51.9,85.4,0.0,3.9
1,3,Adilabad,Bela,2020-10-08,4.9,22.9,26.5,80.9,91.1,0.0,9.9
1,3,Adilabad,Bela,2020-10-09,0.0,23.4,30.2,73.4,91.7,0.0,4.8
1,3,Adilabad,Bela,2020-10-10,0.9,23.1,33.0,64.7,92.0,0.0,7.1
1,3,Adilabad,Bela,2020-10-11,2.1,23.6,33.8,62.2,91.2,0.0,10.5
1,3,Adilabad,Bela,2020-10-12,6.9,24.0,32.2,67.9,91.7,0.0,9.2
1,3,Adilabad,Bela,2020-10-13,7.6,23.4,32.6,68.1,90.9,0.0,9.5
1,3,Adilabad,Bela,2020-10-14,0.0,25.2,31.6,67.6,86.5,0.0,10.8
1,3,Adilabad,Bela,2020-10-15,1.3,24.6,32.3,66.3,91.9,0.1,9.4
1,3,Adilabad,Bela,2020-10-16,0.2,24.4,30.9,73.7,91.8,0.0,7.3
1,3,Adilabad,Bela,2020-10-17,0.0,24.6,31.1,72.2,92.3,0.0,5.3
1,3,Adilabad,Bela,2020-10-18,0.0,24.3,32.1,67.9,91.9,0.0,7.8
1,3,Adilabad,Bela,2020-10-19,0.0,23.2,34.6,61.3,91.7,0.0,6.9
1,3,Adilabad,Bela,2020-10-20,0.0,23.5,35.1,58.3,91.2,0.0,5.2
1,3,Adilabad,Bela,2020-10-21,0.0,21.9,34.1,58.3,91.6,0.0,6.2
1,3,Adilabad,Bela,2020-10-22,0.0,21.7,34.3,54.3,91.1,0.0,7.4
1,3,Adilabad,Bela,2020-10-23,0.0,18.6,35.4,39.2,89.8,0.0,5.5
1,3,Adilabad,Bela,2020-10-24,0.0,19.8,35.7,40.0,90.3,0.0,5.5
1,3,Adilabad,Bela,2020-10-25,0.0,20.8,35.2,44.8,90.9,0.0,6.9
1,3,Adilabad,Bela,2020-10-26,0.0,22.1,35.3,41.4,89.5,0.0,4.5
1,3,Adilabad,Bela,2020-10-27,0.0,19.8,34.6,46.7,90.3,0.0,5.1
1,3,Adilabad,Bela,2020-10-28,0.0,18.2,34.4,45.8,90.3,0.0,5.4
1,3,Adilabad,Bela,2020-10-29,0.0,16.7,34.6,32.8,90.4,0.0,5.4
1,3,Adilabad,Bela,2020-10-30,0.0,19.7,34.6,39.0,90.5,0.0,4.6
1,3,Adilabad,Bela,2020-10-31,0.0,20.6,34.1,41.7,89.8,0.0,6.5
1,3,Adilabad,Bela,2020-11-01,0.0,16.6,33.1,38.7,90.1,0.0,6.2
1,3,Adilabad,Bela,2020-11-02,0.0,16.9,34.0,36.4,89.3,0.0,7.2
1,3,Adilabad,Bela,2020-11-03,0.0,16.5,33.8,40.9,88.9,0.0,6.5
1,3,Adilabad,Bela,2020-11-04,0.0,14.8,34.0,32.2,88.6,0.0,8.4
1,3,Adilabad,Bela,2020-11-05,0.0,13.2,34.1,27.0,88.1,0.2,7.9
1,3,Adilabad,Bela,2020-11-06,0.0,12.1,34.5,26.3,89.1,0.0,4.6
1,3,Adilabad,Bela,2020-11-07,0.0,14.2,33.2,35.5,89.5,0.0,5.9
1,3,Adilabad,Bela,2020-11-08,0.0,11.8,33.0,33.9,89.7,0.0,8.5
1,3,Adilabad,Bela,2020-11-09,0.0,10.4,31.8,31.6,89.3,0.0,8.8
1,3,Adilabad,Bela,2020-11-10,0.0,10.5,32.0,29.0,90.0,0.0,6.4
1,3,Adilabad,Bela,2020-11-11,0.0,10.8,31.2,28.3,88.7,0.0,7.7
1,3,Adilabad,Bela,2020-11-12,0.0,15.7,32.4,37.9,88.5,0.0,8.3
1,3,Adilabad,Bela,2020-11-13,0.0,20.8,33.0,54.3,90.5,0.0,7.1
1,3,Adilabad,Bela,2020-11-14,0.0,19.1,33.6,50.1,90.4,0.0,5.1
1,3,Adilabad,Bela,2020-11-15,0.0,18.0,34.2,40.2,87.9,0.0,9.6
1,3,Adilabad,Bela,2020-11-16,0.0,18.9,33.1,38.1,75.1,0.2,5.6
1,3,Adilabad,Bela,2020-11-17,0.0,20.0,34.3,45.6,89.6,0.0,5.3
1,3,Adilabad,Bela,2020-11-18,0.0,20.2,33.9,40.9,88.0,0.0,5.9
1,3,Adilabad,Bela,2020-11-19,0.0,22.4,33.4,37.5,84.4,0.0,14.5
1,3,Adilabad,Bela,2020-11-20,0.0,22.8,34.4,43.9,85.6,0.0,15.0
1,3,Adilabad,Bela,2020-11-21,7.0,24.0,33.9,49.4,90.0,0.0,9.9
1,3,Adilabad,Bela,2020-11-22,0.0,19.3,32.1,60.5,89.1,0.0,5.0
1,3,Adilabad,Bela,2020-11-23,0.0,15.1,31.9,45.5,89.7,0.0,7.7
1,3,Adilabad,Bela,2020-11-24,0.0,13.9,32.5,37.0,88.6,0.0,6.1
1,3,Adilabad,Bela,2020-11-25,0.0,13.2,32.4,36.1,89.3,0.0,8.7
1,3,Adilabad,Bela,2020-11-26,0.0,17.1,32.1,33.3,86.7,0.0,6.5
1,3,Adilabad,Bela,2020-11-27,0.0,19.9,30.0,50.4,78.3,0.0,6.8
1,3,Adilabad,Bela,2020-11-28,0.0,17.7,27.0,55.1,85.4,0.0,9.5
1,3,Adilabad,Bela,2020-11-29,0.0,21.3,30.2,49.7,84.5,0.0,12.7
1,3,Adilabad,Bela,2020-11-30,0.0,18.4,32.9,45.2,88.7,0.0,7.7
1,3,Adilabad,Bela,2020-12-01,0.0,15.8,32.9,38.5,88.6,0.0,6.4
1,3,Adilabad,Bela,2020-12-02,0.0,11.7,32.8,37.8,89.4,0.0,7.9
1,3,Adilabad,Bela,2020-12-03,0.0,10.7,30.6,39.5,92.9,0.0,5.4
1,3,Adilabad,Bela,2020-12-04,0.0,10.1,32.0,32.2,93.0,0.0,9.2
1,3,Adilabad,Bela,2020-12-05,0.0,9.6,32.1,29.0,90.1,0.0,9.0
1,3,Adilabad,Bela,2020-12-06,0.0,9.1,32.0,28.2,89.3,0.0,12.6
1,3,Adilabad,Bela,2020-12-07,0.0,9.8,32.4,29.0,88.9,0.0,7.9
1,3,Adilabad,Bela,2020-12-08,0.0,10.8,32.6,30.6,89.3,0.0,6.6
1,3,Adilabad,Bela,2020-12-09,0.0,11.7,32.3,28.8,89.3,0.0,5.6
1,3,Adilabad,Bela,2020-12-10,0.0,12.1,32.6,29.6,86.5,0.0,8.7
1,3,Adilabad,Bela,2020-12-11,0.0,14.3,32.2,37.1,88.7,0.0,7.2
1,3,Adilabad,Bela,2020-12-12,0.0,16.0,32.1,42.3,88.7,0.0,4.9
1,3,Adilabad,Bela,2020-12-13,0.0,15.8,30.8,50.8,90.3,0.0,6.7
1,3,Adilabad,Bela,2020-12-14,0.0,19.2,30.1,51.6,88.9,0.0,6.3
1,3,Adilabad,Bela,2020-12-15,0.0,17.4,28.9,64.0,94.5,0.0,5.6
1,3,Adilabad,Bela,2020-12-16,0.0,16.7,31.3,50.6,94.4,0.0,11.3
1,3,Adilabad,Bela,2020-12-17,0.0,16.0,31.3,54.2,92.9,0.0,5.7
1,3,Adilabad,Bela,2020-12-18,0.0,15.5,31.0,50.5,95.7,0.0,5.5
1,3,Adilabad,Bela,2020-12-19,0.0,12.8,29.7,43.6,95.4,0.0,6.2
1,3,Adilabad,Bela,2020-12-20,0.0,8.6,28.8,47.8,92.2,0.0,7.6
1,3,Adilabad,Bela,2020-12-21,0.0,6.2,28.8,28.1,87.8,0.0,7.0
1,3,Adilabad,Bela,2020-12-22,0.0,5.6,29.2,29.0,81.4,0.0,9.6
1,3,Adilabad,Bela,2020-12-23,0.0,5.6,29.4,29.1,82.4,0.0,5.9
1,3,Adilabad,Bela,2020-12-24,0.0,8.8,29.2,31.4,81.5,0.0,6.3
1,3,Adilabad,Bela,2020-12-25,0.0,8.1,29.2,35.1,83.6,0.0,8.3
1,3,Adilabad,Bela,2020-12-26,0.0,7.3,29.3,34.2,84.3,0.0,8.8
1,3,Adilabad,Bela,2020-12-27,0.0,8.2,29.8,32.0,83.4,0.0,7.2
1,3,Adilabad,Bela,2020-12-28,0.0,11.1,31.6,34.2,83.0,0.0,8.9
1,3,Adilabad,Bela,2020-12-29,0.0,13.0,30.8,40.4,87.7,0.0,5.4
1,3,Adilabad,Bela,2020-12-30,0.0,12.7,30.9,45.9,88.7,0.0,7.9
1,3,Adilabad,Bela,2020-12-31,0.0,11.4,30.0,47.7,89.2,0.0,7.7
